place_name,district,latitude,longitude,category,avg_cost,best_season,trip_duration,rating,popularity
Manjarabad Fort,Hassan,12.924,75.787,adventure,0,winter,1,4.6,85
Bisle Ghat,Hassan,12.71,75.68,nature,0,monsoon,1,4.8,90
Green Route Trek,Hassan,12.94,75.78,adventure,0,winter,1,4.7,82
Gorur Dam,Hassan,12.88,76.05,nature,0,monsoon,1,4.5,78
Lakshmi Devi Temple,Hassan,13.11,75.98,heritage,0,all,1,4.6,72
Jain Math,Hassan,12.858,76.487,temple,0,all,1,4.5,80
Kedareshwara Temple,Hassan,13.212,75.997,heritage,0,all,1,4.4,68
Ishwara Temple,Hassan,13.31,76.26,temple,0,all,1,4.5,65
Koravangala Temple,Hassan,13.06,76.17,heritage,0,all,1,4.4,62
Mallalli Falls,Hassan,12.656,75.683,nature,0,monsoon,1,4.5,70
Gomateshwara Statue,Hassan,12.856,76.485,heritage,0,all,1,4.9,94
Hasanamba Temple,Hassan,13,76.1,temple,0,all,1,4.7,85
Mullaiahnagiri side,Hassan,13.38,75.71,nature,0,winter,1,4.3,60
Mookanamane Falls,Hassan,12.85,75.75,nature,0,monsoon,1,4.2,55
Magajahalli Falls,Hassan,12.95,75.7,nature,0,monsoon,1,4.1,58
Agni Gudda Hill,Hassan,12.92,75.75,adventure,0,winter,1,4.3,65
Yediyur Siddhalingeshwara,Hassan,12.97,76.89,temple,0,all,1,4.6,75
Belur Golf Course,Hassan,13.16,75.85,nature,100,all,1,3.9,40
Mosale Temples,Hassan,12.92,76.17,heritage,0,all,1,4.2,48
Chandragiri Hill,Hassan,12.85,76.49,heritage,0,all,1,4.4,62
Vindhyagiri Hill,Hassan,12.855,76.485,adventure,0,all,1,4.5,70
Belgaum Fort,Belagavi,15.858,74.524,heritage,0,all,1,4.5,80
Gokak Falls,Belagavi,16.175,74.83,nature,0,monsoon,1,4.7,92
Godchinamalaki Falls,Belagavi,16.115,74.825,nature,0,monsoon,1,4.4,75
Kamal Basadi,Belagavi,15.857,74.523,temple,0,all,1,4.6,72
Ramakrishna Mission,Belagavi,15.859,74.525,temple,0,all,1,4.7,78
Kapileshwar Temple,Belagavi,15.845,74.51,temple,0,all,1,4.5,70
Military Mahadeva,Belagavi,15.86,74.5,temple,0,all,1,4.6,82
Kittur Fort,Belagavi,15.6,74.79,heritage,20,all,1,4.4,75
Sunda Waterfalls,Belagavi,15.7,74.3,nature,0,monsoon,1,4.1,50
Navilatirtha Dam,Belagavi,15.83,75.12,nature,0,monsoon,1,4.2,65
Yellamma Saundatti,Belagavi,15.77,75.11,temple,0,all,1,4.8,90
Siddeshwar Temple,Belagavi,15.85,74.52,temple,0,all,1,4.3,55
Rajhansgad Fort,Belagavi,15.75,74.53,heritage,0,winter,1,4.4,68
Safa Masjid,Belagavi,15.8585,74.5235,heritage,0,all,1,4.2,50
St. Mary's Church,Belagavi,15.85,74.515,temple,0,all,1,4.3,52
Hidkal Dam,Belagavi,16.14,74.64,nature,0,monsoon,1,4.2,70
Vajrapoha Falls,Belagavi,15.65,74.25,nature,0,monsoon,1,4.5,60
Jamboti Hills,Belagavi,15.68,74.36,nature,0,winter,1,4.4,62
Rakaskop Dam,Belagavi,15.83,74.4,nature,0,monsoon,1,4.1,58
Kudalasangama side,Belagavi,16.2,75,temple,0,all,1,4,45
Parasgad Fort,Belagavi,15.76,75.12,heritage,0,all,1,4.2,55
Aramane Waterfalls,Belagavi,15.8,74.45,nature,0,monsoon,1,4,42
Tillari Ghat,Belagavi,15.78,74.15,nature,0,monsoon,1,4.6,80
Asoga Riverside,Belagavi,15.65,74.5,nature,0,all,1,4.1,48
Sogal Falls,Belagavi,15.8,74.95,nature,0,monsoon,1,4.2,55
Tungabhadra Dam,Ballari,15.25,76.33,nature,50,monsoon,1,4.5,92
Ballari Fort,Ballari,15.15,76.92,heritage,0,winter,1,4.4,85
Kumbara Gudda,Ballari,15.14,76.91,nature,0,all,1,4.1,60
Bellary Zoo,Ballari,15.16,76.93,nature,50,all,1,3.8,55
Mincheri Nature Camp,Ballari,15.1,76.95,adventure,500,winter,1,4.2,65
Bommaghatta Temple,Ballari,14.95,76.85,temple,0,all,1,4.3,58
Krauncha Giri,Ballari,15.08,76.65,temple,0,all,1,4.6,72
Donimalai Hill Station,Ballari,15.05,76.62,nature,0,winter,1,4.4,70
Sandur Kushala Kala,Ballari,15.08,76.55,heritage,200,all,1,4.5,68
Kumaraswamy Temple,Ballari,15.07,76.58,temple,0,all,1,4.7,82
Narihalla Dam,Ballari,15.12,76.5,nature,0,monsoon,1,4.2,60
Daroji Bear Sanctuary,Ballari,15.26,76.67,nature,300,winter,1,4.6,88
Hampi area,Ballari,15.33,76.46,heritage,50,winter,1,4.9,98
Jindal Vidyanagar,Ballari,15.18,76.68,nature,0,all,1,4.3,75
Kaladham Museum,Ballari,15.19,76.69,heritage,100,all,1,4.4,62
Moka Hill,Ballari,15.25,77.05,adventure,0,winter,1,4,45
Mallara Temple,Ballari,14.85,75.95,temple,0,all,1,4.2,50
Ujjini Marulasiddeshwara,Ballari,14.72,76.15,temple,0,all,1,4.5,64
Siruguppa Riverside,Ballari,15.62,76.9,nature,0,monsoon,1,3.9,48
Kalyana Lakshmi Temple,Ballari,15.155,76.925,temple,0,all,1,4.1,42
Hagari River Bank,Ballari,15.18,77.1,nature,0,monsoon,1,3.7,35
Sanganakallu Site,Ballari,15.18,76.97,heritage,0,all,1,4.3,55
Kanakachalapathi Temple,Ballari,15.45,76.48,temple,0,all,1,4.4,60
Ramanadurga Fort,Ballari,15.13,76.45,heritage,0,winter,1,4.1,52
Kudligi Monuments,Ballari,14.9,76.38,heritage,0,all,1,3.8,40
MM Hills,Chamarajanagar,12.03,77.58,temple,0,all,2,4.8,94
Bandipur Park,Chamarajanagar,11.66,76.62,nature,300,winter,2,4.9,97
BR Hills,Chamarajanagar,11.99,77.14,nature,100,winter,1,4.7,92
Gopalaswamy Betta,Chamarajanagar,11.72,76.59,nature,50,all,1,4.8,95
Shivanasamudra Falls,Chamarajanagar,12.29,77.16,nature,50,monsoon,1,4.9,98
Hogenakkal Falls,Chamarajanagar,12.12,77.77,nature,100,monsoon,1,4.6,85
Suvarnavathi Dam,Chamarajanagar,11.91,76.98,nature,0,monsoon,1,4.2,65
Gundlupet Flower Fields,Chamarajanagar,11.81,76.68,nature,0,summer,1,4.5,88
Chamarajeshwara Temple,Chamarajanagar,11.92,76.94,temple,0,all,1,4.4,78
Kanakagiri Hill,Chamarajanagar,11.88,76.95,temple,0,all,1,4.3,62
Sathegala Falls,Chamarajanagar,12.31,77.15,nature,0,monsoon,1,4.1,55
Gaganachukki Falls,Chamarajanagar,12.295,77.165,nature,0,monsoon,1,4.8,94
Bara Chukki Falls,Chamarajanagar,12.292,77.17,nature,0,monsoon,1,4.8,94
Dodda Sampige Mara,Chamarajanagar,11.95,77.12,nature,0,all,1,4.5,70
KGudi Camp,Chamarajanagar,11.98,77.13,adventure,500,winter,1,4.7,82
Nugu Dam,Chamarajanagar,11.85,76.52,nature,0,monsoon,1,4.2,58
Triyambakeshwara Temple,Chamarajanagar,11.75,76.7,temple,0,all,1,4.3,50
Terakanambi Heritage,Chamarajanagar,11.8,76.78,heritage,0,all,1,4,45
Kalyani Hills,Chamarajanagar,12.035,77.585,heritage,0,all,1,4.2,60
Gundal Dam,Chamarajanagar,11.95,77.05,nature,0,monsoon,1,4,52
Palar River Rafting,Chamarajanagar,12.15,77.8,adventure,1000,monsoon,1,4.4,65
Bedaguli Hill,Chamarajanagar,11.9,77.1,nature,0,winter,1,4.3,58
Kabini South,Chamarajanagar,11.92,76.45,nature,500,winter,1,4.8,90
Silk Center,Chamarajanagar,11.925,76.945,heritage,100,all,1,4.1,55
Dzogchen Monastery,Chamarajanagar,12.15,77.1,temple,0,all,1,4.6,72
Savandurga Hill,Ramanagara,12.92,77.3,adventure,0,winter,1,4.7,92
Ramadevara Betta,Ramanagara,12.75,77.28,adventure,50,winter,1,4.8,95
Janapada Loka,Ramanagara,12.72,77.25,heritage,100,all,1,4.6,88
Manchanabele Dam,Ramanagara,12.87,77.33,nature,0,monsoon,1,4.4,85
Kanva Reservoir,Ramanagara,12.63,77.18,nature,0,monsoon,1,4.3,78
Channapatna Toy Factories,Ramanagara,12.65,77.2,heritage,200,all,1,4.5,90
Mekedatu,Ramanagara,12.26,77.44,adventure,0,winter,1,4.8,94
Sangama,Ramanagara,12.27,77.44,nature,50,all,1,4.7,92
Chunchi Falls,Ramanagara,12.35,77.45,nature,50,monsoon,1,4.6,88
Big Banyan Tree,Ramanagara,12.92,77.39,nature,0,all,1,4.5,82
Wonderla Park,Ramanagara,12.83,77.4,adventure,1800,summer,1,4.8,96
Narayanappa Lake,Ramanagara,12.73,77.27,nature,0,all,1,3.9,45
Arkavathi Trek,Ramanagara,12.85,77.35,adventure,0,winter,1,4.2,60
Innovative Film City,Ramanagara,12.78,77.42,heritage,800,summer,1,4.1,80
Kengal Anjaneya Temple,Ramanagara,12.68,77.22,temple,0,all,1,4.4,72
Magadi Fort,Ramanagara,12.95,77.23,heritage,0,winter,1,4.1,55
Ranganathaswamy Magadi,Ramanagara,12.96,77.22,temple,0,all,1,4.3,62
Handigundi Trek,Ramanagara,12.74,77.3,adventure,0,winter,1,4,50
Revana Siddeshwara,Ramanagara,12.65,77.25,adventure,0,winter,1,4.5,75
Thippagondanahalli Dam,Ramanagara,12.96,77.35,nature,0,monsoon,1,4.2,68
Kudura Gundi Falls,Ramanagara,12.38,77.46,nature,0,monsoon,1,3.8,40
Kabbaladurga Fort,Ramanagara,12.5,77.3,adventure,0,winter,1,4.6,72
Silk Cocoon Market,Ramanagara,12.72,77.28,heritage,0,all,1,4.2,65
Kutagal Hill,Ramanagara,12.78,77.2,adventure,0,winter,1,4.1,48
Someshwara Magadi,Ramanagara,12.955,77.235,temple,0,all,1,4.2,52
Murudeshwar Temple,Uttara Kannada,14.09,74.48,temple,0,all,1,4.9,98
Om Beach,Uttara Kannada,14.51,74.32,beach,0,winter,1,4.8,96
Dandeli Rafting,Uttara Kannada,15.24,74.62,adventure,1500,summer,1,4.9,92
Yana Rocks,Uttara Kannada,14.59,74.56,adventure,0,winter,1,4.7,88
Jog Falls west,Uttara Kannada,14.22,74.8,nature,50,monsoon,1,4.9,97
Warship Museum,Uttara Kannada,14.81,74.12,heritage,50,all,1,4.6,85
Mirjan Fort,Uttara Kannada,14.48,74.41,heritage,0,winter,1,4.5,82
Sathodi Falls,Uttara Kannada,14.93,74.87,nature,0,monsoon,1,4.7,80
Unchalli Falls,Uttara Kannada,14.41,74.75,nature,0,monsoon,1,4.6,78
Vibhuti Falls,Uttara Kannada,14.58,74.63,nature,0,monsoon,1,4.5,84
Banavasi Temple,Uttara Kannada,14.53,75.01,heritage,0,all,1,4.8,75
Anshi Park,Uttara Kannada,15.01,74.38,nature,200,winter,1,4.4,70
Magod Falls,Uttara Kannada,14.85,74.76,nature,0,monsoon,1,4.5,72
Kavala Caves,Uttara Kannada,15.14,74.35,adventure,100,winter,1,4.3,65
Syntheri Rocks,Uttara Kannada,15.28,74.58,nature,50,winter,1,4.4,74
Sahasralinga,Uttara Kannada,14.61,74.89,temple,0,winter,1,4.6,80
Apsarakonda Beach,Uttara Kannada,14.26,74.43,beach,0,winter,1,4.5,78
Karwar Beach,Uttara Kannada,14.8,74.11,beach,0,winter,1,4.4,85
Kudle Beach,Uttara Kannada,14.52,74.31,beach,0,winter,1,4.7,90
Half Moon Beach,Uttara Kannada,14.515,74.33,beach,0,winter,1,4.6,82
Paradise Beach,Uttara Kannada,14.505,74.34,beach,0,winter,1,4.7,85
Marikamba Temple,Uttara Kannada,14.62,74.84,temple,0,all,1,4.8,88
Idagunji Ganapathi,Uttara Kannada,14.3,74.48,temple,0,all,1,4.7,85
Ulavi Temple,Uttara Kannada,15.015,74.51,temple,0,all,1,4.5,68
Sodhe Matha,Uttara Kannada,14.63,74.82,temple,0,all,1,4.4,62
Nandi Hills,Chikkaballapur,13.37,77.68,nature,100,winter,1,4.8,98
Bhoga Nandeeshwara,Chikkaballapur,13.38,77.7,heritage,0,all,1,4.9,92
Skandagiri Trek,Chikkaballapur,13.41,77.68,adventure,250,winter,1,4.7,90
Muddenahalli,Chikkaballapur,13.43,77.71,heritage,50,all,1,4.6,80
Gudibande Fort,Chikkaballapur,13.68,77.67,adventure,0,winter,1,4.5,78
Avalabetta Peak,Chikkaballapur,13.57,77.67,nature,0,winter,1,4.6,85
Vidurashwatha,Chikkaballapur,13.65,77.47,heritage,0,all,1,4.3,65
Kaiwara,Chikkaballapur,13.35,78.01,temple,0,all,1,4.4,72
Chintamani Temple,Chikkaballapur,13.4,78.06,temple,0,all,1,4.2,55
Kaurava Kunda,Chikkaballapur,13.46,77.72,adventure,0,winter,1,4.1,50
Srinivasa Sagara,Chikkaballapur,13.43,77.73,nature,0,monsoon,1,4,52
Ghati Subramanya,Chikkaballapur,13.41,77.51,temple,0,all,1,4.7,88
Rangadhama Temple,Chikkaballapur,13.42,78.08,temple,0,all,1,4.1,45
Kailasagiri Cave,Chikkaballapur,13.425,78.085,temple,0,all,1,4.2,58
Jaramadagu Falls,Chikkaballapur,13.61,77.78,nature,0,monsoon,1,3.8,42
Chennakeshava Betta,Chikkaballapur,13.415,77.75,nature,0,winter,1,4,40
Gummanayaka Fort,Chikkaballapur,13.78,77.85,heritage,0,winter,1,3.9,38
Sir MV Memorial,Chikkaballapur,13.435,77.715,heritage,50,all,1,4.6,75
Vivekananda Falls,Chikkaballapur,13.45,77.75,nature,0,monsoon,1,3.7,35
Harihara Hill,Chikkaballapur,13.44,77.76,adventure,0,winter,1,3.9,48
Yoga Nandeeshwara,Chikkaballapur,13.375,77.685,temple,0,all,1,4.5,82
Amrita Sarovar,Chikkaballapur,13.372,77.682,nature,0,winter,1,4.3,70
Tipu Drop,Chikkaballapur,13.371,77.684,heritage,0,winter,1,4.4,88
Narasimha Swamy,Chikkaballapur,13.45,77.69,temple,0,all,1,4.1,50
Kalavara Durga,Chikkaballapur,13.415,77.685,adventure,0,winter,1,4.3,65
Anthargange Trek,Kolar,13.14,78.12,adventure,0,winter,1,4.6,88
Kolar Amman Temple,Kolar,13.13,78.13,temple,0,all,1,4.5,80
Someshwara Temple,Kolar,13.135,78.135,heritage,0,all,1,4.7,85
Kotilingeshwara Temple,Kolar,13.01,78.29,temple,20,all,1,4.8,95
Kurudumale Ganesha,Kolar,13.18,78.36,temple,0,all,1,4.6,78
Bangaru Tirupati,Kolar,12.98,78.35,temple,0,all,1,4.4,72
Bethamangala Lake,Kolar,12.99,78.33,nature,0,monsoon,1,4.1,55
Avani Betta,Kolar,13.12,78.32,adventure,0,winter,1,4.3,68
Sita Temple Avani,Kolar,13.125,78.325,temple,0,all,1,4.5,70
KGF Ruins,Kolar,12.95,78.27,heritage,0,all,1,4.4,90
Markandeya Hill,Kolar,13,78.15,nature,0,winter,1,4,52
Mulbagal Temple,Kolar,13.16,78.39,temple,0,all,1,4.3,60
Mulbagal Fort,Kolar,13.165,78.395,heritage,0,all,1,3.8,45
Budikote Heritage,Kolar,12.92,78.15,heritage,0,all,1,4.1,58
Chikka Tirupati,Kolar,12.9,77.85,temple,0,all,1,4.6,85
Ramasagara Lake,Kolar,13.1,78.4,nature,0,monsoon,1,3.9,42
Vokkaleri Hill,Kolar,13.05,78.1,adventure,0,winter,1,4,40
Thondebhavi Dam,Kolar,13.5,77.55,nature,0,monsoon,1,3.7,35
Kolar Caves,Kolar,13.145,78.125,adventure,0,winter,1,4.4,75
Garudachar Temple,Kolar,13.1,78.15,temple,0,all,1,4.2,48
Kaivara Tatayya,Kolar,13.35,78.01,temple,0,all,1,4.5,70
Palar River Origin,Kolar,13.35,77.95,nature,0,monsoon,1,3.8,30
Kolar Fort Walls,Kolar,13.132,78.132,heritage,0,all,1,3.9,42
Tipu Wall Kolar,Kolar,13.135,78.13,heritage,0,all,1,3.7,35
Boodikote Dam,Kolar,12.91,78.14,nature,0,monsoon,1,4,45
Sravanabelagola side,Tumakuru,12.85,76.48,temple,0,all,1,4.9,94
Devarayanadurga Hill,Tumakuru,13.37,77.21,nature,0,winter,1,4.7,90
Yoga Narasimha,Tumakuru,13.375,77.215,temple,0,all,1,4.6,88
Namada Chilume,Tumakuru,13.35,77.18,nature,50,all,1,4.4,82
Siddaganga Matha,Tumakuru,13.32,77.12,temple,0,all,1,4.8,96
Madhugiri Monolith,Tumakuru,13.66,77.21,adventure,0,winter,1,4.7,85
Pavagada Fort,Tumakuru,14.1,77.27,heritage,0,winter,1,4.2,60
Channarayana Durga,Tumakuru,13.52,77.18,adventure,0,winter,1,4.4,65
Marconahalli Dam,Tumakuru,12.95,76.88,nature,0,monsoon,1,4.3,72
Yediyur Siddhalingeshwara,Tumakuru,12.97,76.89,temple,0,all,1,4.8,92
Kaidala Temple,Tumakuru,13.3,77.05,heritage,0,all,1,4.6,78
Gulur Ganesha,Tumakuru,13.3,77.08,temple,0,all,1,4.4,62
Seebi Narasimha,Tumakuru,13.53,76.95,heritage,0,all,1,4.5,65
Jayamangali Reserve,Tumakuru,13.78,77.35,nature,200,winter,1,4.3,70
Nittur Jain Temple,Tumakuru,13.35,76.85,temple,0,all,1,4.1,45
Kortagere Hill,Tumakuru,13.52,77.24,adventure,0,winter,1,4,48
Aralaguppe Temple,Tumakuru,13.25,76.58,heritage,0,all,1,4.5,58
Amanikere Lake,Tumakuru,13.33,77.1,nature,0,all,1,4.1,65
Turuvekere Temples,Tumakuru,13.16,76.67,heritage,0,all,1,4.3,55
Borana Kanive Dam,Tumakuru,13.48,76.55,nature,0,monsoon,1,4,50
Chikkanayakanahalli Fort,Tumakuru,13.41,76.62,heritage,0,all,1,3.8,42
Mandaragiri Temple,Tumakuru,13.24,77.18,temple,0,all,1,4.7,88
Maidala Lake,Tumakuru,13.38,77.15,nature,0,winter,1,4.2,52
Kunigal Stud Farm,Tumakuru,13.02,77.03,heritage,100,all,1,4.3,60
Huliyurdurga Fort,Tumakuru,12.85,77.03,adventure,0,winter,1,4.1,48
Davanagere Bathi Hill,Davanagere,14.5,75.92,nature,0,winter,1,4.2,70
Kondajji Lake,Davanagere,14.52,75.85,nature,0,all,1,4.1,62
Harihareshwara Harihar,Davanagere,14.51,75.8,temple,0,all,1,4.7,88
Santhibennur Pushkarini,Davanagere,14.15,75.98,heritage,0,all,1,4.5,75
Shamanuru Temple,Davanagere,14.48,75.93,temple,0,all,1,4.4,65
Kudalasangama Davanagere,Davanagere,14.6,75.85,temple,0,all,1,4.3,58
Shanti Sagara Lake,Davanagere,14.16,75.88,nature,0,monsoon,1,4.6,85
Channagiri Fort,Davanagere,14.02,75.93,heritage,0,winter,1,4.3,68
Kunduvada Kere,Davanagere,14.45,75.9,nature,0,all,1,4.2,72
Glass House,Davanagere,14.47,75.94,nature,50,all,1,4.4,80
Anekonda Heritage,Davanagere,14.46,75.91,heritage,0,all,1,4,52
Uchangidurga Fort,Davanagere,14.71,76.02,heritage,0,winter,1,4.3,64
Eshwara Nilagunda,Davanagere,14.75,75.9,heritage,0,all,1,4.2,50
Bathi Gudda Trek,Davanagere,14.505,75.925,adventure,0,winter,1,4.1,55
Anjaneya Shamanur,Davanagere,14.485,75.935,temple,0,all,1,4.4,60
Ugranarasimha Temple,Davanagere,14.46,75.92,temple,0,all,1,4.1,48
Honnalli Sangama,Davanagere,14.24,75.64,nature,0,all,1,4.3,62
Tungabhadra Bank,Davanagere,14.52,75.78,nature,0,monsoon,1,4.2,65
Duggamma Temple,Davanagere,14.465,75.92,temple,0,all,1,4.5,75
Bagali Kalleswara,Davanagere,14.78,75.95,heritage,0,all,1,4.4,52
Murugharajendra Matha,Davanagere,14.47,75.93,temple,0,all,1,4.3,58
Jain Temple Davanagere,Davanagere,14.46,75.9,temple,0,all,1,4,40
Lingeshwara Temple,Davanagere,14.44,75.91,temple,0,all,1,3.9,35
Vinayaka Temple,Davanagere,14.48,75.95,temple,0,all,1,4.1,42
Benne Dosa Hub,Davanagere,14.467,75.922,heritage,200,all,1,4.8,95
Haveri Museum,Haveri,14.7932,75.405,heritage,20,all,1,4.2,65
Siddheshwara Temple,Haveri,14.79,75.397,heritage,0,all,1,4.7,82
Galaganatha Temple,Haveri,14.92,75.72,heritage,0,all,1,4.5,70
Kaginele Peetha,Haveri,14.85,75.45,temple,0,all,1,4.6,88
Peacock Sanctuary,Haveri,14.91,75.26,nature,50,winter,1,4.4,75
Bankapura Fort,Haveri,14.912,75.265,heritage,0,all,1,4.1,60
Tarakeshwara Hangal,Haveri,14.76,75.12,heritage,0,all,1,4.8,85
Hangal Fort Walls,Haveri,14.762,75.125,heritage,0,all,1,3.9,40
Utsav Rock Garden,Haveri,15.15,75.33,nature,200,all,1,4.5,92
Kadambeshwar Temple,Haveri,14.65,75.1,temple,0,all,1,4.2,52
Ranebennur Sanctuary,Haveri,14.62,75.63,nature,100,winter,1,4.5,80
Mallari Temple,Haveri,14.7,75.6,temple,0,all,1,4.3,62
Savanur Palace,Haveri,14.96,75.34,heritage,0,all,1,4,55
Savanur Baobab Trees,Haveri,14.965,75.345,nature,0,all,1,4.4,68
Siddharoodha Matha Haveri,Haveri,14.8,75.41,temple,0,all,1,4.1,50
Tungabhadra River,Haveri,14.9,75.75,nature,0,monsoon,1,4.2,58
Choudayyadanapura,Haveri,14.85,75.78,heritage,0,all,1,4.6,72
Nagareshwar Bankapura,Haveri,14.915,75.262,temple,0,all,1,4.4,55
Bilikallu Gudda,Haveri,14.6,75.5,adventure,0,winter,1,4,45
Hirekerur Lake,Haveri,14.47,75.39,nature,0,monsoon,1,4.1,52
Madaga Masur Dam,Haveri,14.4,75.45,nature,0,monsoon,1,4.2,60
Devihosur Center,Haveri,14.75,75.35,nature,0,all,1,3.8,40
Kumareshwar Matha,Haveri,14.92,75.35,temple,0,all,1,4.3,55
Shishunala Sharif,Haveri,15.05,75.38,heritage,0,all,1,4.5,70
Byadgi Chili Market,Haveri,14.68,75.48,heritage,0,all,1,4.2,85
Chandramouleshwara,Dharwad,15.44,75.02,heritage,0,all,1,4.6,78
Unkal Lake,Dharwad,15.38,75.12,nature,20,all,1,4.4,85
Nrupatunga Hill,Dharwad,15.36,75.1,nature,10,all,1,4.5,82
Siddharoodha Matha,Dharwad,15.34,75.16,temple,0,all,1,4.8,92
Glass House,Dharwad,15.35,75.14,nature,30,all,1,4.3,80
Banashankari Amargol,Dharwad,15.4,75.08,heritage,0,all,1,4.5,65
Navalgund Hill,Dharwad,15.55,75.36,nature,0,winter,1,4,50
Agadi Thota,Dharwad,15.22,75.18,nature,600,winter,1,4.6,78
Adventure Base,Dharwad,15.45,74.95,adventure,1200,all,1,4.4,70
University Museum,Dharwad,15.44,74.98,heritage,20,all,1,4.1,55
Sadhankeri Park,Dharwad,15.46,74.99,nature,0,all,1,4.2,62
Bendre Bhavan,Dharwad,15.465,74.995,heritage,0,all,1,4.5,60
Kelageri Lake,Dharwad,15.45,74.97,nature,0,monsoon,1,4.3,58
Someshwara Dharwad,Dharwad,15.43,75.01,temple,0,all,1,4.2,50
Moorusavira Matha,Dharwad,15.35,75.13,temple,0,all,1,4.6,75
Iskcon Hubli,Dharwad,15.41,75.06,temple,0,all,1,4.8,90
Utsav Garden,Dharwad,15.15,75.33,nature,200,all,1,4.5,88
Railway Museum Hubli,Dharwad,15.345,75.15,heritage,50,all,1,4.4,72
Urban Oasis Mall,Dharwad,15.36,75.13,heritage,1000,all,1,4.3,85
Bund Garden,Dharwad,15.455,75.01,nature,0,all,1,3.8,42
Tapovan,Dharwad,15.42,74.99,temple,0,all,1,4.5,65
Kalabhavan,Dharwad,15.458,75.008,heritage,0,all,1,4,50
Tolankere Lake,Dharwad,15.37,75.14,nature,0,all,1,4.1,60
Sanmati Hill,Dharwad,15.47,74.95,temple,0,all,1,4.2,45
Dharwad Fort,Dharwad,15.458,75.005,heritage,0,all,1,3.7,35
Trikuteshwara Temple,Gadag,15.42,75.63,heritage,0,all,1,4.8,88
Veeranarayana Temple,Gadag,15.425,75.625,heritage,0,all,1,4.7,85
Lakkundi Temples,Gadag,15.38,75.71,heritage,20,all,1,4.9,92
Brahma Jinalaya,Gadag,15.382,75.712,heritage,0,all,1,4.6,75
Kashivishvanatha,Gadag,15.381,75.711,heritage,0,all,1,4.5,72
Magadi Sanctuary,Gadag,15.22,75.52,nature,50,winter,1,4.4,78
Bhishmapura Lake,Gadag,15.41,75.64,nature,0,all,1,4.1,60
Kappa Gudda Hill,Gadag,15.3,75.7,nature,0,winter,1,4.3,65
Dambal Temple,Gadag,15.3,75.78,heritage,0,all,1,4.7,80
Sudi Mallikarjuna,Gadag,15.73,75.85,heritage,0,all,1,4.5,62
Gajendragad Fort,Gadag,15.73,75.97,heritage,0,winter,1,4.2,68
Kalkaleshwara Temple,Gadag,15.735,75.975,temple,0,all,1,4.4,70
Singatalur Dam,Gadag,15.18,75.85,nature,0,monsoon,1,4.1,55
Puttaraj Gawai Ashram,Gadag,15.43,75.63,heritage,0,all,1,4.6,82
Saraswati Temple,Gadag,15.421,75.631,temple,0,all,1,4.3,58
Someshwara Laxmeshwar,Gadag,15.12,75.47,heritage,0,all,1,4.7,75
Jain Basadi Laxmeshwar,Gadag,15.125,75.475,temple,0,all,1,4.4,65
Naregal Temples,Gadag,15.58,75.81,heritage,0,all,1,4.2,52
Ron Anantashayana,Gadag,15.7,75.73,heritage,0,all,1,4.3,55
Itagi Mahadeva side,Gadag,15.45,75.95,heritage,0,all,1,4.9,90
Narayanpura Dam side,Gadag,16.15,76.25,nature,0,monsoon,1,4,48
Binkadakatti Zoo,Gadag,15.45,75.58,nature,50,all,1,4.2,74
Suryanarayana Lakkundi,Gadag,15.383,75.715,temple,0,all,1,4.4,55
Mulkery Temple,Gadag,15.415,75.635,temple,0,all,1,4.1,45
Gadag Windmills,Gadag,15.4,75.7,nature,0,all,1,4.3,65
Gulbarga Fort,Kalaburagi,17.34,76.83,heritage,0,all,1,4.6,88
Jumma Masjid Gulbarga,Kalaburagi,17.342,76.832,heritage,0,all,1,4.5,82
Haft Gumbaz,Kalaburagi,17.32,76.85,heritage,0,winter,1,4.4,75
Banda Nawaz Dargah,Kalaburagi,17.33,76.85,heritage,0,all,1,4.8,95
Buddha Vihara,Kalaburagi,17.38,76.85,temple,0,all,1,4.9,94
Sharana Basaveshwara,Kalaburagi,17.32,76.83,temple,0,all,1,4.7,92
Chandrampalli Dam,Kalaburagi,17.45,77.35,nature,0,monsoon,1,4.3,70
Ghangapur Temple,Kalaburagi,17.18,76.38,temple,0,all,1,4.9,96
Sannati Edicts,Kalaburagi,16.82,76.9,heritage,0,all,1,4.6,72
Chandralamba Temple,Kalaburagi,16.825,76.905,temple,0,all,1,4.5,68
Khoroti Waterfalls,Kalaburagi,17.5,77.2,nature,0,monsoon,1,4.1,52
Malkhed Fort,Kalaburagi,17.2,77.15,heritage,0,all,1,4.4,65
Uttaradi Matha Malkhed,Kalaburagi,17.205,77.155,temple,0,all,1,4.5,62
Nagai Temples,Kalaburagi,17.05,77.02,heritage,0,all,1,4.2,50
Jevargi Sangama,Kalaburagi,17.02,76.77,nature,0,all,1,4,55
Sri Kshetra Ghangapur,Kalaburagi,17.185,76.385,temple,0,all,1,4.8,93
Appa Lake,Kalaburagi,17.31,76.82,nature,0,all,1,3.9,48
ESI Medical College,Kalaburagi,17.35,76.81,heritage,0,all,1,4,60
Afzalpur Sangama,Kalaburagi,17.2,76.35,nature,0,monsoon,1,4.1,45
Sedam Fort,Kalaburagi,17.18,77.28,heritage,0,all,1,3.8,40
Laxmi Temple Sedam,Kalaburagi,17.182,77.282,temple,0,all,1,4.1,42
Firozabad Fort,Kalaburagi,17.15,76.85,heritage,0,all,1,4.2,55
